Gene,logFC,PValue,FDR,cKO_1,cKO_2,cKO_3,cKO_4,cKO_5,FL_1,FL_2,FL_3,FL_4
Bclaf1,-0.058628311,0.470222779,0.717092375,13.31178547,13.18997284,13.35494155,13.28463823,13.11133051,13.38046418,13.31809234,13.38891385,13.15677609
Noa1,-0.058670429,0.477019312,0.721791572,10.99050496,10.91584594,10.86192954,10.87823548,10.84359861,11.04728416,10.7757346,10.93478926,11.05648455
Gm27042,-0.058691276,0.763442341,0.894453466,6.172567503,6.102301173,6.16934025,6.136705723,6.257064992,6.171315241,6.376438589,6.064264584,6.145775443
Gm29666,-0.058725001,0.685790329,0.851843458,7.25690339,7.344611767,7.167170486,7.424693761,7.489951648,7.269197762,7.455556022,7.405052513,7.391923691
Coq4,-0.05872717,0.680552245,0.848584444,8.128196623,8.32793036,8.374891857,8.052755571,8.229681054,8.3678679,8.123309705,8.016365084,8.549173648
Tbc1d10a,-0.058794407,0.654001093,0.831674576,10.25437926,10.49989248,10.24723803,10.57145313,10.7526513,10.40377622,10.45958556,10.39168333,10.8582482
Arhgap15,-0.058815008,0.409176437,0.673786118,11.86482175,11.90768776,11.88521287,12.00412894,11.82667152,11.89741407,12.04676329,12.01293883,11.86824812
Fggy,-0.058860158,0.644583057,0.826733498,7.850799427,8.001217162,7.791713992,8.006430049,7.969425222,7.857973848,8.038181577,7.826464978,8.143581152
Med27,-0.058877655,0.559516193,0.775498474,9.907969438,10.20498487,10.00387046,10.11501679,10.18806193,10.159326,10.01778196,10.06149861,10.32894916
Snx18,-0.058894618,0.56209163,0.777111535,10.02351059,9.836835843,10.07344357,9.787216496,9.684357375,10.02730344,9.931290937,9.944244589,9.878320225
AI314180,-0.058910653,0.477844878,0.722267106,12.27574124,12.11750299,12.34532129,12.11752995,12.09479775,12.31616633,12.28296336,12.29051312,12.11979002
Gm7331,-0.058916784,0.763543781,0.894488978,6.258015995,6.266721519,6.36995801,6.17101591,6.598246221,6.467291762,6.422772299,6.174293099,6.4336897
Eed,-0.058996753,0.412740736,0.676590641,11.81840975,11.79614013,11.80825585,11.71186264,11.74249167,11.82512056,11.78018418,11.74432902,11.98167502
Gm13717,-0.059051253,0.762287932,0.894318387,6.634178156,6.205852041,6.486560375,6.346550867,6.072965859,6.531997572,6.422772299,6.206989995,6.457312602
Gm33280,-0.059055139,NA,NA,6.230721361,6.021380716,6.098825601,6.136705723,6.035834653,6.372486226,6.086369202,6.103279532,5.929584598
Zufsp,-0.059096975,0.434398188,0.690887874,9.469608952,9.486206497,9.582766312,9.52065008,9.488987626,9.513744268,9.64590117,9.572777805,9.52021337
Nupl2,-0.059106295,0.609244168,0.806003957,9.04603605,8.96816717,9.135246626,8.793293546,9.004102033,9.188872279,8.998042206,9.161316847,8.816649226
Fbxl5,-0.059147465,0.462929613,0.711716339,10.28160625,10.23477096,10.35727462,10.20622694,10.12226952,10.2551731,10.36385578,10.36604082,10.20755691
Mkln1os,-0.059150882,0.761075386,0.893695826,6.07369536,6.102301173,6.098825601,6.292717774,6.10775398,6.061752769,6.246676517,6.206989995,6.145775443
Nars,-0.059286528,0.501855433,0.738757677,12.76971964,12.68987512,12.87959612,12.56704964,12.61094577,12.89249078,12.67598383,12.6852937,12.81345114
Tsen54,-0.059302212,0.642884368,0.825399943,10.34492305,10.57163671,10.36172815,10.41661543,10.68351899,10.46542903,10.46157593,10.27071191,10.9055052
Tsga10,-0.059342688,0.732591048,0.877813592,6.761370534,6.804942959,6.843898413,6.816531649,6.682388533,6.719623215,7.006711937,6.822613591,6.6825093
Dhx16,-0.059349205,0.537488939,0.76088785,11.87485644,12.02654051,11.77445104,11.94240792,12.1623146,12.01252686,11.97340081,11.91840603,12.17963317
Gm13292,-0.059404188,0.755841331,0.890611861,6.036518737,6.138788247,6.098825601,6.061500293,6.140576422,6.203875162,5.857199134,6.174293099,6.213534736
Tbc1d15,-0.059444272,0.497871384,0.736602028,11.30875755,11.25103565,11.28559098,11.29784528,11.03307381,11.21190999,11.36158943,11.41124949,11.20022054
Trip12,-0.059495561,0.562280943,0.777215247,13.59861886,13.40308495,13.45656331,13.46518452,13.33131194,13.52984713,13.65700468,13.63651738,13.20204473
Gm14168,-0.059524466,0.760981562,0.893695826,6.202286357,6.349276525,6.290755957,6.136705723,6.562361423,6.346923553,6.2176536,6.5570819,6.27502863
Rad23b,-0.059550488,0.520116062,0.74892382,13.10707455,13.04867391,13.23489493,12.94247945,12.94435945,13.31505476,13.06749216,13.06148363,13.02650734
Kbtbd7,-0.059578202,0.61721791,0.810569114,8.489753753,8.491512121,8.423355566,8.724776235,8.479308779,8.408076941,8.751353063,8.649176151,8.473514973
Rasal2,-0.059583093,0.75945204,0.892604525,6.599587654,6.423804491,6.828769753,6.320118395,6.465819856,6.630446946,6.756802741,6.515323102,6.384304705
Tex9,-0.059596029,0.491735725,0.733048981,9.780786802,9.599534249,9.736703432,9.625105439,9.636269432,9.704320559,9.744196791,9.860397362,9.616054364
Tmem123,-0.059637651,0.550470513,0.76933501,12.03236093,11.94865264,12.17725546,12.02858851,11.79087072,11.93918725,12.17924006,12.19253491,11.92102023
Lrrc8d,-0.059695043,0.44046837,0.694857886,10.52061637,10.47827557,10.38269623,10.53229297,10.40905409,10.61923841,10.46356355,10.58284094,10.42227955
Ruvbl1,-0.059876788,0.534858583,0.758688129,10.15422066,10.28901034,10.36394975,10.12558794,10.34150464,10.4788929,10.14716739,10.35474782,10.27014544
Zfp72,-0.059886973,0.754991231,0.89007288,7.047583648,6.688121161,6.843898413,6.905644133,6.543876098,7.027624069,7.078846727,6.689961133,6.566593992
Ccdc25,-0.059894093,0.443919466,0.6976317,11.08370961,11.16479042,11.17742127,11.13560867,11.34537442,11.26544726,11.21070781,11.16864971,11.3279799
Scaf1,-0.0599534,0.480012118,0.723342361,11.99670268,12.04659606,11.71266332,11.94836584,12.03165396,11.95889046,12.07820824,11.98137788,12.03412958
Wdr55,-0.059968589,0.507713232,0.742622064,10.66566397,10.83719246,10.75939418,10.60297742,10.642233,10.83909754,10.67643704,10.62009284,10.90313933
Prpf38b,-0.060011288,0.332228128,0.60713552,12.91675613,12.74129388,12.8458578,12.8452584,12.84858224,12.82704862,12.94474962,12.89684009,12.93456132
Csk,-0.060022865,0.544525803,0.765598333,13.73184635,13.95420232,13.63126773,13.85470873,13.99336382,13.92432868,13.7753296,13.8140011,14.0804734
Nip7,-0.060086207,0.593655791,0.797707576,11.20346788,11.24921458,11.44662227,11.02716269,11.19138344,11.29031483,11.08215214,11.20993904,11.55083349
Slc6a13,-0.060088157,0.722717226,0.872831389,6.805203296,7.081729347,7.264516462,7.26848848,6.950247633,7.077645042,7.113286157,7.120340464,7.192535439
9530036M11Rik,-0.060124793,0.683749468,0.850699183,5.904420195,5.708546415,6.262349823,5.974049955,5.491007067,6.171315241,5.962922352,6.02223266,5.801722886
Jmjd7,-0.060222933,NA,NA,6.939408213,7.005686575,6.902352821,6.961218959,7.101655548,6.86258999,6.832282753,6.954181523,7.372393619
Ift172,-0.060300025,0.684689278,0.851401132,8.391634671,8.536664746,8.119595538,8.47581163,8.674538072,8.22474326,8.707967047,8.675118148,8.36580524
Cfap97,-0.060474472,0.583860951,0.791483323,10.03764091,9.930895024,10.12415507,10.19121166,9.879234027,10.00167904,10.31624546,10.14520091,9.892726202
Nle1,-0.060486414,0.538329504,0.761602127,10.32621878,10.3939175,10.39361059,10.32331737,10.37315333,10.57073916,10.22542688,10.26950949,10.58862003
Gm8337,-0.06055714,0.754552283,0.889809082,6.108525823,6.423804491,6.098825601,6.372103064,6.10775398,6.136990458,6.121934527,6.324079199,6.457312602
Shb,-0.060581428,0.750751238,0.887900193,6.506957037,6.633512689,6.663806747,6.346550867,6.333108352,6.592317481,6.567394626,6.425268945,6.566593992
Rmi2,-0.060602793,0.599142904,0.800560931,10.86302562,10.77693706,10.55396014,10.71911462,10.9111866,10.87946841,10.66352942,10.63975951,11.1039478
Atrip,-0.060674081,0.478723924,0.722441614,9.461991818,9.713408089,9.666315838,9.720718702,9.676180567,9.637410141,9.717746651,9.755955113,9.71672949
Dtx2,-0.060680229,0.50370681,0.740025129,9.554411224,9.541007126,9.38635361,9.516631178,9.453029997,9.711370607,9.555393365,9.45683277,9.454722888
Map1s,-0.060693291,0.497558832,0.736602028,10.9618646,10.93862858,10.71311365,10.78054911,10.91950287,10.96066181,10.84367328,10.82047497,11.07130981
Tcp1,-0.06076944,0.52405621,0.751433587,14.46015064,14.56985816,14.64891533,14.39786589,14.57386874,14.64623838,14.45510944,14.44781232,14.80947408
Siae,-0.060788499,0.584591487,0.791719201,9.068852218,8.96816717,9.087382457,9.285647635,9.050590872,9.139907919,9.298163671,9.220025461,8.924133949
Ankrd27,-0.060858956,0.394907948,0.660852478,10.81839254,10.88176609,10.8860764,10.98429534,10.84868842,10.89345116,10.95306822,11.04982456,10.87685516
Utp6,-0.060901166,0.421586442,0.682728543,11.84161972,11.73803713,12.00665605,11.82142629,11.83877563,12.004679,11.87014098,11.86015834,11.91594636
Polr3d,-0.060916986,0.506756195,0.742021709,9.677821392,9.675841922,9.844194246,9.577691306,9.735613194,9.883476457,9.658128183,9.680037662,9.819206074
Tardbp,-0.060921027,0.334505091,0.609274152,13.77649302,13.6985341,13.83455983,13.72852074,13.83769896,13.83914487,13.80939465,13.7759227,13.92512052
BC034090,-0.0609574,0.753324773,0.889033054,6.487216191,6.399726254,6.464510319,6.320118395,6.445148498,6.684924044,6.352216509,6.493680919,6.244964895
Fam149b,-0.060970972,0.444708268,0.698225864,9.805038036,9.817261411,9.798873852,9.955266731,9.824089757,9.872518133,9.982143203,9.945752077,9.786997084
Cep89,-0.061026742,0.653178484,0.831674576,9.636164015,10.09288128,9.864759233,10.25757954,10.3548615,9.995922148,10.23825957,10.09990406,10.17390188
Ttc38,-0.061046542,0.598128871,0.800143019,9.028033534,9.136325146,8.960162362,9.325297939,9.078270149,8.964330305,9.355165067,9.19733955,9.128296318
Ehmt2,-0.061122253,0.562922059,0.777553202,12.59929279,12.75739382,12.48083022,12.79117762,12.99816302,12.71106102,12.83609857,12.74202506,12.90925502
Cdca7l,-0.061124971,0.544506451,0.765598333,11.90314816,12.14419948,12.0944765,12.15825921,12.248694,11.95408245,12.19426596,12.16825335,12.36860504
Tpt1-ps5,-0.06114713,0.749689536,0.887592729,6.172567503,6.021380716,6.098825601,6.019666398,6.140576422,6.019900785,6.121934527,6.02223266,6.303878464
Fhod1,-0.061358618,0.583593108,0.791391591,10.33143884,10.54712851,10.12546573,10.45272446,10.55859737,10.29554444,10.47740062,10.45544627,10.65012506
Vcan,-0.061502878,0.743615185,0.884095333,7.25690339,6.866201861,7.121212349,6.961218959,6.63279888,7.160299077,6.968845143,7.20083499,6.752741169
Tyw1,-0.061573436,0.488064769,0.729976999,10.49200644,10.52521078,10.53437323,10.56952021,10.63130195,10.59756815,10.46455634,10.54757779,10.81778746
Deaf1,-0.061574362,0.544531814,0.765598333,10.15304145,10.33556452,10.04046842,10.24793837,10.44600244,10.24550704,10.25212955,10.28981524,10.45604441
Dctn1,-0.061625358,0.541417043,0.763928659,11.99308788,12.01622876,11.75640228,12.06605929,12.27024909,12.06080369,12.19426596,12.09047696,12.02799272
Guf1,-0.061640048,0.406060244,0.670766346,10.59018446,10.51210083,10.70262402,10.56661595,10.53081077,10.55811089,10.72694116,10.65364452,10.62545453
Gm37254,-0.061652677,0.614798333,0.809347279,7.856824486,7.717307302,7.784819344,7.696419973,7.799160852,7.659563995,7.791951475,7.892788243,7.917589908
Zfp938,-0.061653469,0.533666289,0.7580363,8.60955196,8.603704477,8.668944075,8.626657474,8.674538072,8.642663806,8.741458671,8.532230264,8.82676483
Ncmap,-0.061794152,0.751174052,0.888004029,6.141388017,6.236962218,6.13511179,6.396850185,6.229802738,6.019900785,6.444987576,6.206989995,6.331640244
Laptm5,-0.061957728,0.456287941,0.706819315,15.06143085,15.18773312,14.95151845,15.18707467,15.28374021,15.248083,15.19665878,15.10283289,15.26209656
Uqcrfs1,-0.061971957,0.544320331,0.765598333,12.32100475,12.37403716,12.24233227,12.07697735,12.27484571,12.39523733,12.12600843,12.20295227,12.54631054
Kif13a,-0.061978171,0.669070438,0.841209018,8.523454786,8.656607592,8.410304566,8.874518445,8.720186881,8.542329462,8.883058682,8.929782843,8.393523367
Smim13,-0.062176108,0.549829158,0.769269916,8.719931581,8.615209664,8.813861401,8.52117237,8.546239654,8.690267265,8.774173823,8.707784998,8.628710617
Abcb7,-0.062257924,0.559150632,0.775252176,11.18859994,10.86521213,11.08018429,10.97848214,10.77650441,11.01709378,11.18023167,11.12680637,10.85498753
Gas5,-0.062273075,0.545004208,0.765668333,13.47979886,13.58896949,13.74843111,13.43659724,13.59541414,13.55399948,13.49838624,13.56515078,13.90792637
Ccdc71,-0.062278629,0.478388499,0.722441614,10.69186415,10.93107431,10.77282621,10.90529963,11.03435057,10.98625749,10.88946747,10.8854475,10.97548414
Mesdc2,-0.062331544,0.498469611,0.736788035,10.61436,10.64460337,10.77783111,10.69272303,10.89440868,10.80826441,10.72196968,10.67286139,10.94743981
Shpk,-0.062393242,0.655137202,0.83223108,7.6490093,7.795877004,7.50888644,7.718518468,7.930258758,7.712029835,7.929641152,7.763816638,7.684876776
Plcl1,-0.062399513,0.730609488,0.876989323,7.012667779,6.670258323,6.716194756,6.736003471,6.63279888,6.86258999,6.929644535,6.689961133,6.700537871
Zfp511,-0.062414686,0.504015706,0.740183109,9.644592884,9.917172867,9.823330422,9.869771125,9.936448989,9.880354031,9.878572327,9.801649627,10.03802074
Lrwd1,-0.062434523,0.575848971,0.787063486,11.6554079,11.95201444,11.70655505,11.86538637,12.10242379,11.83158788,11.80114502,11.91648908,12.15400539
C330011M18Rik,-0.062467546,0.722439462,0.872650918,7.070281698,6.965660376,6.69904009,6.919804085,7.034270983,6.753156326,6.98161019,6.994742639,7.181074992
Ube2b,-0.062481509,0.433963923,0.690646459,11.74957066,11.80111968,11.93196048,11.76008312,11.77645036,11.82228197,11.79839401,11.80402845,12.03772734
Pik3r2,-0.062522308,0.475664009,0.720944002,10.04274497,9.985970512,9.762233152,9.858717263,9.947351998,10.06077384,9.973791827,9.882609927,10.0104069
Pdk3,-0.062531286,0.477665586,0.722267106,10.98389502,10.85726195,11.05704578,10.7252037,10.8200992,11.04450227,10.88576812,10.94611339,10.94590824
Nmt1,-0.062605007,0.318101168,0.59424797,12.31232869,12.39147407,12.38683608,12.38465887,12.43126468,12.53626885,12.39150769,12.3741794,12.47247265
Pygm,-0.062625837,0.667599443,0.840058515,8.419810941,7.876603614,8.141003865,8.006430049,7.974928901,8.317089414,8.143788667,8.161852981,7.962147224
Mamdc4,-0.062698549,0.668143304,0.840579782,7.384406829,7.420997977,7.167170486,7.258034291,7.457794689,7.310153363,7.301213392,7.53038271,7.391923691
Cask,-0.062754142,0.689245744,0.853943893,7.468089224,7.420997977,7.315396089,7.588049948,7.329306488,7.21598281,7.357898668,7.596838772,7.677144302
Sil1,-0.062806331,0.578279831,0.788378692,9.942525499,10.00914836,10.04601707,9.997619158,10.22770456,10.10288423,9.915386773,9.988795074,10.39333692
Nampt,-0.062833481,0.470899963,0.717642256,12.29027357,12.23438835,12.44956499,12.1637106,12.0691862,12.35287575,12.32698424,12.32964351,12.23646611
Zmynd19,-0.062857359,0.489109242,0.730896131,10.9139879,10.94239091,11.0835559,10.88912221,11.03498853,11.11911316,10.86562584,10.95436157,11.19249268
Ppil2,-0.062947995,0.438989804,0.69397435,11.64413648,11.81102751,11.7026146,11.84357381,11.96226986,11.8368213,11.81404388,11.90686592,11.88592117
Usp50,-0.062957071,0.718057153,0.870294741,5.952825753,5.975619219,5.972848937,5.9234539,6.10775398,6.061752769,5.702805913,5.976399088,6.244964895
Rfx8,-0.063081425,0.715635263,0.86929614,5.849337781,6.021380716,6.098825601,6.136705723,5.697980861,5.923646332,6.086369202,6.139823135,5.929584598
Eef1a1,-0.063101607,0.466043587,0.713358783,15.79397874,16.10294251,16.06389908,16.05112387,16.17974592,16.07490292,16.17774232,16.03922347,16.14578283
Ppm1n,-0.063117158,0.744439572,0.884353497,6.108525823,6.021380716,6.201809287,6.061500293,6.10775398,6.136990458,6.2176536,6.02223266,6.145775443
Gid4,-0.06313393,0.422959162,0.68348914,10.40754958,10.31712318,10.41840394,10.39166484,10.22882131,10.29202748,10.46554844,10.4753932,10.42338119
Mcrs1,-0.06316975,0.643718135,0.826058373,9.156626013,9.411895041,9.10084028,9.370578727,9.610748674,9.365005455,9.284680056,9.207466756,9.714927941
Taf1d,-0.063404986,0.492370048,0.733360433,11.01534987,10.89425221,11.23373469,10.8968484,10.85376031,11.07071586,11.06459137,11.01870084,11.04580094
Rac1,-0.063427021,0.429245263,0.687439422,13.42427323,13.54166166,13.45812207,13.43354785,13.46686018,13.62656366,13.37919433,13.42953222,13.66882233
Dnajc18,-0.063495678,0.370879895,0.641644393,9.595000814,9.626049768,9.646337841,9.621369503,9.583016115,9.599898563,9.706019572,9.721143772,9.661673634
Hist4h4,-0.0636447,NA,NA,5.849337781,6.021380716,5.864929823,6.44418066,6.10775398,6.171315241,6.121934527,6.02223266,6.244964895
Cacfd1,-0.063675299,0.555004688,0.773446435,10.27620191,10.37398498,10.08292055,10.29434057,10.39021809,10.07312701,10.40684577,10.3805905,10.51303341
Hmg20b,-0.063786947,0.504617832,0.74056356,10.18800389,10.24334366,9.970699729,10.19372512,10.31230795,10.20618,10.15948795,10.21308285,10.4067674
Akap8,-0.063788496,0.262820934,0.536605245,12.57663809,12.64511877,12.6196309,12.66887853,12.68635357,12.63199484,12.73656344,12.74893522,12.6961074
Ltb4r1,-0.063824396,0.702800152,0.861607748,7.070281698,6.492117111,7.373797951,6.320118395,6.40219548,7.496818372,6.422772299,6.689961133,6.834214977
Rdh5,-0.063843222,0.734972489,0.879056965,6.634178156,6.423804491,6.608419317,6.591846604,6.789252042,6.397243442,6.741017502,6.672073702,6.769558939
Fam160a1,-0.063863206,0.744338577,0.884336913,6.699822032,7.093927655,6.888034587,7.226119214,7.090694507,6.372486226,7.472525584,7.155511041,7.034048843
C430002N11Rik,-0.063886481,0.739054041,0.881821159,6.526262631,6.555427406,6.486560375,6.44418066,6.35682388,6.572650887,6.246676517,6.536446292,6.645420203
Gm28187,-0.063894189,0.679695819,0.848015008,7.275949692,7.241964424,7.222222231,7.396862406,7.07962885,7.148842105,7.480925967,7.296962964,7.203886883
Gm15417,-0.063898275,NA,NA,6.699822032,6.804942959,6.782026449,6.572187673,6.831839427,6.648950406,6.604740893,6.350630896,7.322181133
Zfp706,-0.06390704,0.523514697,0.75100027,11.67400001,11.79322743,11.84287847,11.75881229,11.89956971,11.76218991,11.72620247,11.78398144,12.13901033
Eid2b,-0.063971363,0.643915811,0.826156135,8.083180822,7.958898695,7.941195382,7.796520852,7.901569318,7.922232345,7.856298483,7.866651891,8.279168001
Plekhg1,-0.063975717,0.715725659,0.869320461,5.849337781,6.021380716,6.018354345,6.019666398,5.848885414,5.923646332,6.086369202,6.103279532,5.801722886
Pabpc1l,-0.064009681,NA,NA,6.91387054,6.909942368,6.957817872,6.70191271,6.950247633,6.769515399,6.942866621,6.724790521,7.226272151
Zyx,-0.064088295,0.542623746,0.764654745,10.84999837,10.89968105,10.68585762,10.81521227,10.7526513,11.13423713,10.63118716,10.83598053,10.82863315
5730480H06Rik,-0.064110841,0.585570994,0.79233564,8.333510053,8.487334153,8.632127192,8.320808762,8.392895253,8.416856748,8.350991567,8.611266068,8.5775271
Prr12,-0.064126018,0.594521916,0.798331167,11.17241496,11.28224072,10.75093512,11.23585511,11.315759,11.05973661,11.37905724,11.3283075,11.14656868
Tk2,-0.064177855,0.543487946,0.765079813,9.584522584,9.614745989,9.528208922,9.658297821,9.859163263,9.588450922,9.702651292,9.635849797,9.916419646
Vamp2,-0.064183025,0.381621519,0.650704647,10.88447934,10.93485639,10.77366157,10.8402725,10.91327017,10.8342728,10.93814379,10.9134098,11.04293855
Gm11557,-0.064220748,0.740535365,0.882732269,6.446318335,6.555427406,6.290755957,6.629961318,6.379834956,6.611575771,6.352216509,6.350630896,6.664142294
Umps,-0.064221786,0.475153584,0.720451017,12.0310796,12.13140728,12.19823952,12.00341374,12.10637345,12.19538284,11.98173891,12.09285534,12.35396166
Ciita,-0.064226089,0.718336655,0.870399392,7.285362277,7.16455597,7.456572172,7.478577072,6.974904198,7.330129372,7.538227406,7.423735598,6.98054368
Brwd3,-0.064287275,0.698840788,0.859489485,9.357037804,8.971139219,8.995216746,8.983862409,8.661219159,9.089200355,9.333509758,9.285995935,8.460497468
Gm7765,-0.064312063,0.711350231,0.866995872,5.99647745,5.924861382,6.098825601,5.797363301,5.903899169,6.061752769,6.121934527,5.925560861,5.801722886
Gm16464,-0.064343281,0.706735582,0.86435287,6.172567503,5.798364111,5.922376717,5.9234539,5.848885414,5.923646332,6.155486532,5.925560861,5.929584598
Tsc22d4,-0.064346365,0.506757179,0.742021709,12.70048332,12.81862324,12.45634054,12.68880969,12.8013878,12.78456046,12.66868663,12.65641341,12.93918509
Nsun2,-0.064352907,0.503412444,0.740025129,13.47262001,13.44874605,13.68594787,13.26806211,13.38918984,13.6368691,13.40938102,13.44676675,13.60454224
Slc12a2,-0.064460003,0.568178458,0.781080261,10.15422066,10.01058464,10.15400205,9.923799166,9.78053318,10.06215167,10.19821918,10.18274012,9.834214344
Elac1,-0.064534008,0.506095806,0.741452436,9.460081182,9.442084336,9.512231609,9.361636619,9.458767927,9.333306838,9.682273787,9.574730433,9.417494198
Rtn2,-0.064643661,0.726763554,0.874924624,6.634178156,6.83601681,6.549548142,6.591846604,6.525002511,6.847638723,6.567394626,6.653851188,6.586934373
Lrpprc,-0.064730728,0.325589624,0.600083871,11.8390592,11.77309458,11.85594632,11.67146046,11.72006115,11.86546751,11.82721403,11.79236825,11.86824812
Fam124b,-0.06473345,0.740992587,0.882984245,6.334148822,6.534821164,6.36995801,6.76897723,6.423952741,6.51095711,6.586256413,6.791028592,6.180550254
Tbrg4,-0.064734283,0.542960799,0.764812726,11.75501407,11.85917283,11.7848416,11.66965831,11.8496919,11.98269298,11.62647053,11.66890197,12.08439543
Gm15473,-0.064756803,0.740887173,0.882935993,6.230721361,6.205852041,6.36995801,6.203562058,6.201401631,6.397243442,6.086369202,6.206989995,6.384304705
Zfand1,-0.064776,0.564373414,0.77860402,8.470673986,8.289880517,8.444839361,8.113986222,8.376591329,8.390349524,8.410910849,8.373088192,8.425178706
Polr2k,-0.064790271,0.701152603,0.860698204,6.847264203,6.965660376,7.023465455,6.76897723,6.925028591,6.832473729,7.043348779,6.806940785,7.085151595
Dscr3,-0.06490611,0.407940897,0.672565911,10.8737924,11.06064759,10.95028216,11.12775227,11.13120405,11.05904762,11.09502357,11.11079659,11.12304615
Ipp,-0.064974097,0.422322883,0.683170844,9.276742386,9.243234475,9.318999954,9.433788619,9.29299777,9.321813293,9.430515366,9.37620835,9.36322942
Gm6254,-0.065056968,0.738371533,0.881560253,6.108525823,6.102301173,6.16934025,6.136705723,6.201401631,6.320480186,6.187317197,6.02223266,6.145775443
Snhg17,-0.065060006,0.389605037,0.655527465,10.39464207,10.4647292,10.37500664,10.26954086,10.27495884,10.47992339,10.3445688,10.44802718,10.40788097
Spns1,-0.065130042,0.530309916,0.756087919,10.31992962,10.45843378,10.14498358,10.35397057,10.49321743,10.36859558,10.29853453,10.37389353,10.63689346
Fam63a,-0.065166969,0.46931143,0.716104056,9.030619321,9.063103418,9.098158876,9.210380857,9.172283668,9.163311395,9.104410879,9.30261309,9.122852031
Fez2,-0.06520645,0.51042293,0.74378569,9.043478176,9.141602082,9.116823501,8.9926052,9.172283668,9.270113125,9.022678455,9.038943142,9.267941595
Cdca8,-0.065222617,0.598801371,0.800532816,12.59192552,12.8521934,12.5753106,12.88073707,13.07334455,12.6887504,12.78222581,12.82529326,13.17404132
Tdrkh,-0.065319113,0.641545228,0.824904519,7.844747097,7.672392025,7.812185925,8.080928517,8.028770277,7.748263727,7.923679799,8.074170663,8.029328966
Hnrnpul2,-0.065372206,0.314258061,0.590074503,13.71897429,13.62953656,13.60559384,13.68480961,13.79560923,13.74519293,13.71836765,13.72360885,13.83143897
Rars,-0.065401029,0.409464191,0.674178329,12.34130671,12.43429944,12.59952554,12.40997408,12.4085608,12.63315211,12.44021852,12.43167815,12.52005931
Aasdhppt,-0.065404739,0.486577716,0.728794816,10.12444636,10.01488488,10.19826516,9.914680362,9.978244998,10.08130389,10.01099664,10.07808387,10.27259322
Zwint,-0.065473923,0.436197175,0.692699857,11.9157006,12.2195881,12.15852076,12.15600852,12.16202271,12.18563474,12.14809312,12.1144206,12.31772549
Yipf3,-0.065478596,0.481296517,0.724304905,11.23051991,11.26971986,11.18560198,11.15377545,11.37136646,11.35348157,11.21366128,11.14591725,11.50633855
Aida,-0.065538199,0.421681434,0.682728543,10.81318115,10.9166112,10.86349968,11.07425267,11.06528312,10.98770646,11.00036111,10.99490892,11.07971342
Dynll2,-0.06555766,0.587411079,0.793483381,12.2800624,12.33908866,12.2662581,12.37113987,12.69847993,12.36963671,12.34567744,12.32849068,12.79167136
Vmn2r96,-0.065578009,0.72142866,0.872282164,6.036518737,5.975619219,5.972848937,6.061500293,5.848885414,5.923646332,6.048404186,6.02223266,6.069543045
U2surp,-0.065579044,0.381906213,0.650704647,12.70470843,12.56761823,12.75725655,12.63488156,12.52480937,12.68674548,12.76783479,12.7600941,12.61004254
2900011O08Rik,-0.065633189,0.699792474,0.860037742,6.309638288,5.924861382,6.569594313,6.019666398,5.848885414,6.572650887,6.086369202,6.238147596,5.980885137
Tyms,-0.065661286,0.539650385,0.762281392,11.9681971,12.33851798,12.15050833,12.28872013,12.34620979,12.16881452,12.22999376,12.21890528,12.53464569
Hbp1,-0.065662583,0.590972324,0.796436906,9.101176043,9.159918933,9.199164465,9.297424196,8.982941854,9.064535545,9.448748575,9.316704074,8.976479195
Tspyl2,-0.065678174,0.465644438,0.71302606,9.818501425,9.780666645,9.653634817,9.842776943,9.9254626,9.803303486,9.902242013,9.99463213,9.769750135
Stat2,-0.065712279,0.474724797,0.720242887,10.93880878,11.0771675,11.01669618,11.11919257,11.04071748,11.05144694,11.32163236,11.09257046,10.93205038
Hsp90ab1,-0.065732672,0.388518644,0.654906619,16.59190109,16.66033845,16.73740684,16.54605115,16.63874847,16.81151718,16.60871458,16.59720776,16.78789556
S100a14,-0.065734998,0.70204597,0.861081122,5.952825753,5.975619219,5.864929823,5.797363301,6.10775398,5.79750013,6.155486532,5.925560861,6.027133166
Mettl9,-0.06573623,0.424135591,0.684307163,11.31245467,11.28164695,11.4051927,11.18817778,11.29033902,11.35628807,11.29064099,11.26462147,11.52901331
Gpd1,-0.065774005,0.722364426,0.872637785,5.99647745,6.021380716,6.098825601,5.797363301,6.171718376,5.974264508,6.086369202,6.02223266,6.180550254
Gm5424,-0.065801267,0.732716169,0.877813592,6.334148822,6.295280764,6.262349823,6.466870231,6.379834956,6.421260191,6.327209153,6.350630896,6.4336897
Med9os,-0.065813977,0.692257616,0.855571026,5.849337781,5.975619219,5.922376717,5.9234539,6.140576422,5.707933766,5.857199134,6.103279532,6.244964895
Epc2,-0.065867127,0.436444597,0.692769201,10.43786989,10.37509961,10.46260554,10.46421553,10.30173532,10.42960872,10.53145631,10.60206481,10.31832707
Cstad,-0.065881098,0.713254272,0.867954375,6.036518737,5.975619219,5.864929823,5.974049955,6.140576422,6.100601603,6.2176536,5.976399088,5.801722886
Ddx55,-0.0658938,0.38341177,0.651881494,10.28376231,10.33441883,10.19826516,10.17603799,10.30385607,10.28024179,10.33265381,10.25256923,10.42668106
