Gene,logFC,PValue,FDR,cKO_1,cKO_2,cKO_3,cKO_4,cKO_5,FL_1,FL_2,FL_3,FL_4
Twf2,-0.242810675,0.080605425,0.293523536,11.94695169,12.22577334,11.88868528,12.25636916,12.49938884,12.24285573,12.36492851,12.31662074,12.83821147
Cd2bp2,-0.242857618,0.044696643,0.21712563,12.1060133,12.37320155,12.20908114,12.40131351,12.68655651,12.51457985,12.59020556,12.53273719,12.87869081
Elk4,-0.242955612,0.004903398,0.061518641,11.58336212,11.44328044,11.33959964,11.44260349,11.50949267,11.54571422,11.86338804,11.71727514,11.71488877
Adi1,-0.243017296,0.005204977,0.064061254,10.06423726,10.15002509,10.20447872,10.15297305,10.32384882,10.32337495,10.39751831,10.38392733,10.56585902
Gm10638,-0.243069624,0.174869983,0.434908392,5.952825753,5.975619219,5.922376717,5.797363301,5.903899169,6.061752769,5.857199134,6.139823135,6.108906869
Tpm3,-0.243083943,0.040250591,0.206263504,13.43617997,13.72213203,13.48423906,13.60432741,13.90839405,13.870001,13.86744362,13.68325879,14.17603493
Ddx58,-0.243087881,0.064432685,0.262439208,10.5682508,10.84846579,10.83497217,11.01443582,10.92639663,10.93084194,11.4373174,11.20805919,10.78732007
Pus7l,-0.243168793,0.007035946,0.077179334,9.113415398,8.96816717,9.119470013,8.980936144,8.950598335,9.360519901,9.217651009,9.174286854,9.233029473
mt-Tq,-0.243330897,0.100800306,0.329404976,5.783832589,5.491007067,5.796597378,5.797363301,6.171718376,6.293068213,5.857199134,5.86769505,6.303878464
Arl4d,-0.243412965,NA,NA,6.900874218,6.722903004,6.888034587,6.666604299,6.505718567,7.320181889,6.658112058,6.774867726,6.834214977
Las1l,-0.243474126,0.016248977,0.124780401,11.17067002,11.32666658,11.25780851,11.24858895,11.468057,11.52840044,11.40202328,11.44834591,11.79573233
Gm22270,-0.243483882,0.187662304,0.450204152,6.617041667,6.555427406,6.64569898,6.44418066,6.729584426,6.769515399,6.846745409,6.493680919,6.834214977
Skp1a,-0.243555678,0.033039742,0.184005116,12.19651894,12.19457847,12.36234837,12.08916218,12.37066639,12.39932424,12.39046431,12.34397669,12.84910386
Wbp5,-0.24373219,0.009252864,0.09053162,10.07299447,10.11307409,10.2266279,10.18237981,10.26954323,10.25155593,10.40891035,10.36941152,10.61199327
Cep19,-0.243760969,0.005667963,0.067558537,9.817011714,10.0361952,9.996724277,9.893175292,10.07460418,10.20243737,10.1958288,10.09312076,10.31476888
Kcnj8,-0.243772899,0.207529239,0.472684249,6.731067875,6.469953017,6.344464481,6.510518178,6.445148498,6.86258999,6.422772299,6.536446292,6.769558939
Unc119,-0.243789894,0.047064235,0.22364556,10.21988615,10.25307888,10.29576293,9.970012452,10.15671609,10.5522449,10.110829,10.32496447,10.69914322
Rbm8a2,-0.243923224,0.204706534,0.469716359,5.99647745,6.021380716,6.201809287,6.17101591,6.072965859,6.264583821,6.155486532,6.02223266,6.4336897
Gm6030,-0.244008798,NA,NA,6.334148822,6.349276525,6.418601055,6.531550318,6.40219548,6.372486226,6.548134872,6.425268945,6.786104847
5031434O11Rik,-0.244122583,0.111688806,0.34743087,7.561724699,7.45751358,7.420455455,7.299323384,7.74810175,7.505463736,7.893470427,7.698056101,7.653668954
Cltb,-0.244196219,0.06402766,0.261646897,10.85362888,10.82093315,10.83896826,10.6448825,11.10166852,11.16657797,10.91364787,10.85292634,11.49014632
Rps15a-ps8,-0.244533339,0.20439362,0.469632241,6.036518737,5.975619219,6.060086965,5.974049955,6.229802738,6.100601603,6.301343128,6.174293099,6.180550254
Gm5822,-0.244648003,0.179195217,0.440458151,6.380929746,6.534821164,6.608419317,6.611097425,6.48599996,6.684924044,6.604740893,6.61633355,6.718243385
Flt3l,-0.244725643,0.108522758,0.341690468,11.10579426,11.43048187,10.92343751,11.51715851,11.76534752,11.35291962,11.61668742,11.62073485,12.01417987
Gm10260,-0.244744134,0.18637965,0.448868999,5.952825753,5.798364111,5.922376717,6.136705723,6.257064992,6.061752769,6.2176536,6.324079199,6.145775443
Exosc9,-0.244874575,0.067076572,0.26799902,11.09049367,10.93410077,11.23494798,11.03067808,11.30416378,11.13750406,11.3172456,11.20868608,11.82309419
Prorsd1,-0.244914328,0.024445842,0.156306275,8.626842938,8.622827786,8.643273772,8.561171613,8.617040805,8.824134236,8.731494416,8.67144129,9.064393553
Gm5093,-0.244973082,0.174878022,0.434908392,5.99647745,5.867087588,5.972848937,5.865865276,5.903899169,5.974264508,5.913474195,6.174293099,6.145775443
Prss36,-0.244985895,0.122347374,0.362415213,7.047583648,7.141482061,7.344941511,7.052268789,7.28333928,7.279566114,7.251888127,7.276249681,7.563777662
Rpia,-0.245223206,0.019584043,0.138568285,11.30928629,11.39852719,11.42446206,11.25220663,11.4131811,11.55013294,11.4757098,11.47464328,11.92491109
Cst3,-0.245246641,0.063023045,0.259354632,10.86374591,11.21230169,10.98603534,10.99872658,11.4131811,11.27021713,11.30289574,11.17058163,11.71398954
Ddt,-0.245276538,0.06637931,0.266572266,8.917746641,9.289085394,9.295824169,9.24486469,9.372213564,9.382808224,9.374378196,9.28360619,9.814168246
Lrrc49,-0.245316288,0.054111517,0.240915106,7.717531737,7.883115931,8.013057212,7.964556119,7.792884895,8.152510919,8.168964763,7.892788243,8.05295749
Hspe1,-0.245402264,NA,NA,10.50129771,10.58132439,10.65807593,10.22108711,10.59713803,10.6616247,10.63471884,10.39829822,11.34318227
Rars2,-0.245486335,0.007190285,0.077856595,9.928802662,10.06274251,10.00101625,10.03034345,10.14137647,10.32222603,10.10446988,10.22553916,10.42997339
Wdr74,-0.245563678,0.067610953,0.26872591,11.04486331,11.28224072,11.20430522,11.0667387,11.40580258,11.49313647,11.21248062,11.22489029,11.88831443
Hint1,-0.245646471,0.035740726,0.192352145,13.17404863,13.29972783,13.3368391,13.0914033,13.39702376,13.5122187,13.32370556,13.35577316,13.87663163
Psenen,-0.245661324,0.178665408,0.440030703,6.634178156,6.992502687,6.957817872,6.876757291,7.24527785,7.101863681,7.06713546,6.981385339,7.362512532
Dpy30,-0.245798238,0.029930498,0.175011848,11.33859055,11.43636199,11.50108141,11.30657023,11.53812008,11.65322589,11.50396845,11.52029791,12.01928421
Tmco4,-0.245801823,0.013636687,0.112352664,11.01015483,11.28875613,10.98963425,11.33243269,11.37388966,11.42473176,11.45489531,11.49019453,11.48277368
9430037O13Rik,-0.245814606,NA,NA,6.617041667,6.595290151,6.344464481,6.466870231,6.729584426,6.648950406,6.567394626,6.597001032,6.994160047
Ina,-0.245981466,0.19047522,0.454068885,6.506957037,6.322764394,6.529046345,6.466870231,6.40219548,6.611575771,6.708684261,6.471484756,6.502672288
Snora57,-0.245996778,0.203747905,0.468861507,6.487216191,6.804942959,6.608419317,6.420857192,6.774658828,6.817087323,6.675261819,6.515323102,7.109878842
Rpusd3,-0.246053486,0.077744115,0.28856443,8.485958578,8.595981665,8.563324394,8.703555072,8.851817846,8.982018079,8.673660318,8.618930311,9.176380647
Bcar3,-0.246114175,0.201317444,0.466345978,6.172567503,6.173205179,6.318093011,6.136705723,5.952244695,6.421260191,6.327209153,6.425268945,5.980885137
Fmc1,-0.246174407,NA,NA,8.860668471,9.188235163,8.715410484,8.816510527,9.195422617,8.961360798,9.003553963,9.036100521,9.786997084
Hist1h1e,-0.246219434,0.177472803,0.438602602,6.487216191,6.670258323,6.663806747,6.876757291,6.759855072,6.667103969,6.888990744,6.791028592,7.02090814
Magee2,-0.246280446,NA,NA,5.849337781,6.102301173,6.060086965,6.136705723,6.035834653,6.136990458,6.00750937,6.401155331,6.145775443
Pcgf1,-0.246399672,0.070166567,0.273046646,8.128196623,8.304271925,8.203295438,8.253615895,8.578542887,8.447157799,8.531245224,8.331464858,8.747296051
8030451A03Rik,-0.246469329,0.201805557,0.466523129,5.952825753,6.295280764,6.16934025,6.420857192,6.283306607,6.061752769,6.586256413,6.448695455,6.4336897
Nhp2l1,-0.246490766,0.006468331,0.073124936,9.346726922,9.37882617,9.42101872,9.197860326,9.341466736,9.648474827,9.536584915,9.429020199,9.650404188
Gm9493,-0.246504389,0.207942663,0.472773126,6.036518737,6.236962218,6.16934025,6.203562058,6.171718376,6.264583821,6.187317197,6.238147596,6.457312602
Hist1h3e,-0.24658951,0.197131081,0.461284016,6.036518737,5.975619219,6.018354345,6.396850185,6.201401631,6.320480186,6.086369202,6.267952019,6.480291965
Stx4a,-0.246604582,0.054004778,0.240650386,11.03082356,11.24312769,11.11750323,11.21437885,11.50028445,11.40155187,11.36849597,11.29976104,11.86379581
Bcs1l,-0.246642564,0.007768235,0.081392906,9.001913559,9.023599236,9.003846796,9.096230925,9.218192041,9.186336718,9.307082532,9.285995935,9.397385473
Hcls1,-0.246867863,0.063724095,0.261031671,13.54711373,13.86141905,13.63253375,13.88511313,14.26200918,14.07789026,14.07007924,13.98990531,14.39882709
Nop16,-0.247093286,NA,NA,10.885189,11.13945154,11.17109668,10.80457203,11.19652441,11.27259615,10.99899206,11.11213755,11.80547367
Serpina3g,-0.247256057,0.013816981,0.113228576,13.13268625,13.19155364,13.37157952,12.94023921,12.99144363,13.50161334,13.30527837,13.29819986,13.47228758
Gm15441,-0.247311576,0.204176149,0.469404979,6.172567503,6.399726254,6.290755957,6.292717774,6.201401631,6.320480186,6.466627394,6.296554337,6.502672288
Rabgap1l,-0.247412934,0.008320505,0.084560321,12.37426837,12.23285373,12.20072479,12.44962894,12.2223394,12.39059146,12.69934267,12.66328786,12.45697177
Mrps36,-0.247469545,0.085861866,0.304076533,7.217887931,7.273674259,7.465442261,7.170968015,7.215925223,7.522580799,7.472525584,7.317331688,7.439456155
Tmem14c,-0.247473589,0.021852146,0.146726868,11.62345319,11.85598608,11.76188274,11.79769632,11.96528426,11.99570883,11.88058312,12.00754633,12.34817834
Ccdc130,-0.247793353,0.105147933,0.336157001,8.49731334,8.935057163,8.676193274,9.024209488,9.193125549,9.002379165,9.062813108,8.983936413,9.465490652
Dtd2,-0.247924631,0.047398407,0.224527461,9.086348533,8.965188886,9.046227975,8.793293546,8.920288249,9.145142016,8.998042206,9.100085134,9.516077398
Tbl3,-0.24809233,0.043110402,0.21320711,11.24882804,11.55559195,11.38402279,11.34151756,11.680254,11.66005562,11.56490202,11.55225716,12.04882371
Ift22,-0.248271134,0.086154311,0.30459758,7.99929002,8.036467905,8.018877184,8.124830272,8.36009401,8.321783183,8.092005226,8.229188057,8.636422119
Gimap1,-0.24827207,0.036381564,0.194440016,11.36832629,11.50307835,11.28617632,11.38610265,11.69848448,11.59501733,11.63222041,11.57431181,12.04203284
Sin3b,-0.248297946,0.033234901,0.184487612,11.61962175,11.78235704,11.67918877,11.78401845,11.99016221,11.96257805,11.92773848,11.86294812,12.37174402
Mterf4,-0.248345844,0.024098667,0.155401549,9.083862193,9.188235163,9.339541458,9.295076641,9.390349126,9.456090715,9.420284478,9.371718032,9.729277381
Mterf2,-0.248382103,0.02178218,0.146434822,8.455220319,8.414327039,8.551522054,8.749137354,8.630782554,8.787643751,8.86194164,8.787983597,8.685542271
Anxa6,-0.248387551,0.017294917,0.129592763,14.71755537,14.97037908,14.70135296,14.88325937,15.14756369,15.1251631,15.15433767,15.04224632,15.31293364
Cd247,-0.248465074,0.004772011,0.060596962,13.01788404,13.26831341,13.05671278,13.32797968,13.30723065,13.46594808,13.46482874,13.37864763,13.53319196
Nab2,-0.24847168,0.014979214,0.119209563,11.32767113,11.67342702,11.30766846,11.53112168,11.33763968,11.83320019,11.60997886,11.57722711,11.77561914
Tnf,-0.248526141,0.026303774,0.162933172,10.96790637,11.21105483,10.95618033,11.39812565,11.24639961,11.22854862,11.4092546,11.55620272,11.50217729
Pard6a,-0.248600161,0.084490053,0.30127549,8.223237819,8.552729515,8.414668494,8.428928826,8.654512145,8.635195137,8.627774076,8.417920562,9.032786129
5430402O13Rik,-0.248611218,0.164720864,0.421709721,5.783832589,5.975619219,5.922376717,6.100332427,5.903899169,5.923646332,6.187317197,5.976399088,6.244964895
Pced1b,-0.248649343,0.026161258,0.162312156,10.42815874,10.6316087,10.35504268,10.5829965,10.81267634,10.67338081,10.97968764,10.72902016,10.91493002
Arl6ip4,-0.248839247,0.055653323,0.244077779,11.50890835,11.56489341,11.39274552,11.45521292,11.76457865,11.75370131,11.62114252,11.57868255,12.22924728
Isy1,-0.248866556,0.014811022,0.118162115,11.66245979,11.80111968,11.80049326,11.65014156,11.85620222,12.04836468,11.86526703,11.84572505,12.27355454
Gm15856,-0.248879344,0.171583603,0.430541881,5.904420195,5.924861382,5.972848937,5.797363301,5.995842528,6.100601603,6.121934527,6.064264584,5.929584598
Nrp2,-0.248956848,NA,NA,6.108525823,5.924861382,6.16934025,6.136705723,5.903899169,6.572650887,6.086369202,6.139823135,5.980885137
1700016L21Rik,-0.24897387,0.20034718,0.465048925,5.99647745,6.173205179,6.13511179,6.320118395,6.379834956,6.203875162,6.187317197,6.493680919,6.524493116
Ap2m1,-0.249073958,0.024664341,0.156965391,10.43593289,10.70433282,10.58760901,10.71124778,10.86025519,11.05006068,10.79242926,10.74553603,11.08598414
Ap2m1,-0.249073958,0.024664341,0.156965391,10.43593289,10.70433282,10.58760901,10.71124778,10.86025519,11.05006068,10.79242926,10.74553603,11.08598414
Aldh1b1,-0.249160605,0.034909127,0.189633395,7.801594364,7.823332063,7.995446057,7.982660829,8.039287041,8.098485876,8.168964763,8.016365084,8.218242447
Erdr1,-0.249190147,0.198679198,0.462994704,9.207719213,9.372119612,8.156843559,9.029880964,9.543985574,9.37615814,8.69434443,9.630229308,10.3638004
Nfkbie,-0.249214908,0.015540011,0.121812188,9.508947109,9.879926339,9.60175831,9.717224044,9.57599829,9.801653462,10.03661219,9.832954694,9.938186396
Toporsos,-0.249298013,0.10274962,0.332309027,7.554177926,7.816521186,7.638777075,7.688970439,7.94156561,7.755392677,7.917691945,7.792025573,8.243955561
Dctpp1,-0.249298147,NA,NA,10.98521944,11.29111808,11.10892561,11.06468263,11.45953002,11.37909758,11.25323909,11.1808417,11.96967107
Mettl26,-0.249416338,0.042933975,0.213177734,10.22101184,10.5441593,10.20819402,10.33018583,10.54163056,10.52853903,10.50081626,10.51142945,10.96569279
Bpgm,-0.249480832,0.017961861,0.132186857,9.200858848,9.479986005,9.43804121,9.345852032,9.540384037,9.605588271,9.740917069,9.465282846,9.75053597
Tspan32,-0.249502532,0.095239113,0.320102282,10.98256939,11.29347618,10.84851389,11.52814093,11.67739732,11.35572721,11.55562197,11.56748644,11.85117394
Fam92a,-0.249531928,0.002592573,0.041974984,10.25437926,10.34810725,10.51051175,10.35621542,10.42472702,10.5813388,10.6098133,10.55746003,10.75269421
9230116N13Rik,-0.249604474,0.133205888,0.377338072,6.74633263,7.044340574,6.797842163,6.961218959,6.987030803,6.906231944,7.168523329,7.096292496,7.085151595
Gm11131,-0.249668976,0.063972988,0.261585278,8.395694924,8.721828704,8.711890035,8.896450526,8.942395964,8.814275313,9.070705887,8.870284718,9.155209914
Thap3,-0.249679633,NA,NA,9.507098174,9.782350442,9.483834963,9.76200379,10.23661438,9.776672735,9.9793648,9.879457661,10.52744739
Cenpk,-0.249708595,0.027382152,0.167219251,10.05416325,10.26395285,10.20075381,10.21243734,10.33322299,10.2551731,10.42328014,10.38392733,10.77443269
Ebi3,-0.249964723,0.025131906,0.158458006,8.959096115,9.136325146,9.236183389,9.098929474,9.32688863,9.365005455,9.284680056,9.307325548,9.598565737
6330403K07Rik,-0.250008435,0.159710901,0.415239565,6.651011549,6.880980099,6.529046345,6.684417596,6.899214997,6.948188752,6.846745409,6.791028592,6.966759417
Ypel5,-0.250081088,0.016962053,0.128015494,9.350860207,9.335809928,9.557694263,9.403622131,9.560081356,9.49954711,9.819188238,9.597956732,9.800646957
Slc25a4,-0.250149604,0.023506381,0.152887031,13.05049867,13.16024979,13.15369273,12.98222018,13.19787245,13.39963117,13.19531734,13.1748635,13.69753338
Rasgef1c,-0.250163253,0.157276298,0.41181318,5.849337781,6.063346906,5.864929823,5.707836741,5.952244695,6.019900785,6.121934527,5.976399088,6.069543045
Trappc6a,-0.250251076,NA,NA,10.08045843,10.04743283,10.04046842,9.844378962,10.18230845,10.12150493,10.10319468,9.982934212,10.91022531
Med29,-0.250633874,0.045791493,0.220135845,8.026065844,8.18990604,8.007212187,8.047050424,8.32649975,8.41247376,8.227570609,8.208818119,8.473514973
Txndc12,-0.25066544,0.017251937,0.12948474,10.2620549,10.3148013,10.43011236,10.38178261,10.46128035,10.56589523,10.44858905,10.54360583,10.90865366
D10Jhu81e,-0.25080517,0.035450471,0.191671065,10.28160625,10.62037634,10.23515021,10.49305827,10.61602839,10.56977167,10.64701196,10.64254724,10.99116175
Mxd1,-0.250900482,0.013264121,0.111010493,9.935680465,10.06826949,9.750375788,10.12821863,10.02272981,10.13727585,10.3933533,10.22305651,10.17651887
Srp9,-0.250902608,0.048190287,0.226171022,10.98057865,11.1544488,11.21970801,10.97191414,11.17989299,11.22179308,11.24402394,11.1667152,11.79147636
Prrg2,-0.250909729,0.098621321,0.325862479,7.247266997,7.304579352,7.264516462,7.396862406,7.551929999,7.416239135,7.480925967,7.460289948,7.774286542
Polr2j,-0.250953285,0.040874478,0.207531196,10.80270148,11.16027509,10.96351927,10.92583584,11.21296615,11.24439153,11.09758412,11.15440264,11.61438034
Coq8b,-0.250963746,0.024328509,0.155922582,9.250418331,9.454830096,9.135246626,9.327596384,9.588257017,9.565277547,9.59592272,9.512925813,9.729277381
Gm10767,-0.251053726,0.197906685,0.462201277,6.599587654,6.205852041,6.318093011,6.292717774,6.379834956,6.320480186,6.675261819,6.515323102,6.524493116
Ccdc174,-0.251064569,0.004537002,0.058551537,9.928802662,9.929376797,10.03210506,9.975868628,10.03427831,10.1670284,10.17656134,10.11203395,10.42558194
Clic1,-0.251084215,0.088709852,0.309347177,13.99766334,14.45786935,14.14577579,14.44035993,14.83533132,14.53721919,14.63710852,14.51996262,15.06134927
Pdia5,-0.251089158,0.136689892,0.382900624,7.036063651,6.992502687,7.167170486,6.76897723,6.950247633,7.330129372,6.955932022,7.155511041,7.157817164
Dstn,-0.251096057,0.004008344,0.054350431,10.05416325,9.930895024,10.19951002,9.9177264,10.06086938,10.35292946,10.31734519,10.1878419,10.26154525
Hexa,-0.251098644,0.028856258,0.172057592,10.22662709,10.27115677,10.28642227,10.28494339,10.6630239,10.48916473,10.5660898,10.54757779,10.83774694
Gm20109,-0.251099021,0.168101505,0.425969902,5.952825753,6.021380716,6.13511179,5.707836741,5.995842528,6.136990458,6.086369202,5.976399088,6.303878464
Grpel1,-0.251128434,0.051870718,0.235618493,11.56488458,11.71183442,11.65989927,11.54789717,11.84278786,11.83923034,11.79406035,11.68565761,12.373738
Pdrg1,-0.251259506,NA,NA,11.02632753,11.28698212,11.06252365,11.14536934,11.52592071,11.24378539,11.34228913,11.34037077,11.99024157
Ddx49,-0.251463524,0.038159819,0.199654707,11.04486331,11.18588853,11.08826294,11.06331028,11.32152182,11.43750915,11.24460161,11.14853346,11.7574052
Casp6,-0.251797375,0.019808581,0.13936715,8.742273663,8.947186739,8.877972377,8.588507268,8.77678752,9.045051704,8.950307905,8.926712845,9.144505415
Fhl2,-0.251804835,NA,NA,8.767381734,9.020735056,9.035049307,8.663799663,8.795161243,9.553548761,8.87103038,8.841204751,9.100864304
